filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
109.ogg,0.15125831961631775,0.30432143807411194,1859.788288640808,2014.1805571656341,3706.9025848672118,0.06581744025735294,-155.10165405273438,59.026859283447266,-40.13070297241211,-21.196985244750977,-41.66385269165039,-23.04143714904785,-24.222885131835938,8.263320922851562,-5.443192481994629,21.413578033447266,11.920299530029297,10.293971061706543,2.931999921798706,-8.640338897705078,-14.51913833618164,0.9454005360603333,-10.708873748779297,-2.408241033554077,3.2347586154937744,15.851707458496094,ney
11.ogg,0.1590786576271057,0.10580442100763321,1420.1562837362585,1346.7437159565404,2427.8269859290344,0.06924296754063468,-284.0018005371094,104.38404846191406,-53.037567138671875,1.904135823249817,-23.10064125061035,-27.13981819152832,-13.584898948669434,0.9049574732780457,-2.617967128753662,11.396167755126953,8.215666770935059,6.036043643951416,3.455164670944214,-4.156289577484131,4.258925914764404,4.279150009155273,1.5983548164367676,3.226144552230835,1.473705530166626,0.14551357924938202,ney
110.ogg,0.15615905821323395,0.25574856996536255,1541.4360632314472,1748.9510734467015,2805.3247032519835,0.059142877442917956,-175.51382446289062,88.87364196777344,-35.0894889831543,-14.317300796508789,-33.914390563964844,-21.39573097229004,-25.345022201538086,-2.7890994548797607,-16.725648880004883,13.903226852416992,8.927586555480957,6.084340572357178,3.300379991531372,-5.282899379730225,-9.911907196044922,3.303938150405884,-5.348814010620117,-3.575011968612671,-3.4244558811187744,2.5807292461395264,ney
111.ogg,0.1370810568332672,0.3207308053970337,1986.1619816725326,2047.2664883081986,3823.5352129389994,0.07663899235681114,-194.74769592285156,33.919883728027344,-45.943260192871094,-32.649234771728516,-43.8422737121582,-21.61277961730957,-1.7866944074630737,28.296886444091797,13.912375450134277,21.637575149536133,-7.113604545593262,-4.935379981994629,1.2045568227767944,9.240306854248047,0.7987387180328369,11.84919261932373,1.5869224071502686,2.0730607509613037,-3.741353750228882,3.1095211505889893,ney
112.ogg,0.19535347819328308,0.06726288795471191,906.1530383612878,1131.6276733625734,1318.9420245380225,0.05196756179856811,-327.6095886230469,146.08444213867188,4.724142074584961,2.9839651584625244,3.1237943172454834,-4.453014850616455,-5.6639275550842285,-7.321303367614746,-12.413537979125977,-0.32583487033843994,3.4540481567382812,7.150365829467773,-3.9266042709350586,-9.810179710388184,-17.617483139038086,-14.654061317443848,-10.95181941986084,-8.892775535583496,-7.262514114379883,3.478128671646118,ney
113.ogg,0.309568852186203,0.11629367619752884,3138.140021358628,2506.5499761958836,5862.464550478909,0.16775106424148606,-377.3879699707031,-15.562469482421875,-42.309505462646484,-13.565452575683594,-8.655467987060547,12.430597305297852,20.786149978637695,-6.817041397094727,-20.213150024414062,-14.160066604614258,-2.0011672973632812,3.5757229328155518,-7.504610061645508,-1.6923869848251343,0.9937514662742615,6.663696765899658,-0.6267229318618774,2.795077323913574,-10.053654670715332,-3.1338014602661133,ney
114.ogg,0.1936049908399582,0.17187130451202393,2133.5911949373185,2222.9368177498727,3994.3758465557275,0.0944397161619582,-166.2349090576172,70.3766098022461,-37.880218505859375,-13.524698257446289,-18.685914993286133,-1.825020670890808,16.774694442749023,15.105135917663574,4.18265962600708,-2.29521107673645,-21.835832595825195,-8.135011672973633,-1.3406883478164673,0.39673948287963867,-5.3391289710998535,3.6232173442840576,-0.8896467089653015,-1.1552941799163818,-7.249194145202637,10.929193496704102,ney
115.ogg,0.16377130150794983,0.1319340318441391,1462.6926948530904,832.5061659944813,2247.244744551809,0.10152243977360681,-291.997314453125,127.66587829589844,-104.51426696777344,-10.695656776428223,3.974400758743286,-22.67109489440918,21.11499786376953,-19.673675537109375,-43.29193115234375,-4.02446174621582,-6.4680585861206055,0.5026175379753113,9.503900527954102,-5.879540920257568,8.11568546295166,12.592875480651855,-2.259995698928833,3.7901461124420166,1.772593379020691,-2.358822822570801,ney
116.ogg,0.15471722185611725,0.08628931641578674,1411.3097333966887,967.6666542816523,2638.175713979054,0.081185450125774,-335.50653076171875,103.06035614013672,-75.64669036865234,-3.4471092224121094,-17.69830322265625,-48.78239822387695,15.35108757019043,13.773652076721191,6.215022087097168,28.935914993286133,-1.0350658893585205,-13.215469360351562,-3.146064281463623,-15.405657768249512,-0.9706023931503296,11.825752258300781,-0.7998695969581604,5.640715599060059,7.574096202850342,-6.244121551513672,ney
117.ogg,0.1395551562309265,0.4262080192565918,2208.0198312815346,2360.8725243798426,4873.5788634687015,0.06041951371420279,-132.7166748046875,34.76124572753906,-33.30668640136719,-11.650554656982422,-46.22996520996094,-26.684646606445312,-37.80384826660156,-17.01097869873047,-12.813274383544922,11.300247192382812,6.5370025634765625,14.312701225280762,2.7971928119659424,-8.826285362243652,-11.973880767822266,-4.892731666564941,-5.6680684089660645,-10.521567344665527,-2.924114942550659,-4.756873607635498,ney
118.ogg,0.17872470617294312,0.06876862794160843,957.0374747060255,1449.1536983231554,1471.2744367381,0.03869742284249226,-303.42181396484375,148.60726928710938,7.541677951812744,14.593976974487305,8.730132102966309,-1.7921892404556274,-0.6737831234931946,1.6212691068649292,-8.81222152709961,-2.4348888397216797,-1.5386654138565063,-2.482452392578125,-5.536715507507324,-7.370879173278809,-6.757644176483154,-6.9493865966796875,-9.329689025878906,-8.091507911682129,-5.338878154754639,2.1018409729003906,ney
119.ogg,0.22193512320518494,0.15261973440647125,2463.651400193849,1936.060585804265,3847.3600688733554,0.16277490385545665,-298.822265625,28.7626953125,-53.2110710144043,8.573039054870605,-10.596627235412598,-10.462347984313965,18.783491134643555,-1.9852502346038818,-5.767783164978027,-0.4818243682384491,-0.39747944474220276,6.889383792877197,24.751344680786133,19.578950881958008,-6.104511260986328,-6.678079128265381,-10.5482177734375,-3.9286112785339355,-1.7567667961120605,1.778739094734192,ney
12.ogg,0.14694629609584808,0.4111436903476715,2106.7637491102905,2276.2049409115,4620.930391199448,0.06123281189531734,-117.35511779785156,46.98495101928711,-34.51975631713867,-15.34681224822998,-40.51340866088867,-14.480142593383789,-33.75236511230469,-10.751280784606934,-7.966431617736816,3.871886730194092,6.32941198348999,4.510154724121094,-9.052146911621094,-7.607295036315918,-10.717499732971191,-7.584847450256348,-12.051525115966797,-3.892151117324829,-2.4242923259735107,-4.269947528839111,ney
120.ogg,0.24884618818759918,0.11676100641489029,2783.832262923219,1687.3726742300375,3964.3343615458107,0.22575373693885448,-302.0434265136719,15.610663414001465,-56.06559753417969,23.915206909179688,-19.67289924621582,-15.90167236328125,22.669649124145508,16.164392471313477,11.75005054473877,7.157406330108643,-8.498717308044434,-14.930710792541504,-2.134599447250366,3.572573184967041,3.3490169048309326,0.962860107421875,-9.140788078308105,8.484831809997559,5.336477756500244,2.482588768005371,ney
121.ogg,0.23188593983650208,0.021114863455295563,2207.8242384233936,1843.213870631285,4049.8005114103617,0.10939276255321208,-469.3963928222656,55.478981018066406,-21.906532287597656,13.12619400024414,-22.494035720825195,-14.635011672973633,11.162973403930664,15.741644859313965,17.029621124267578,13.47773551940918,-6.703366756439209,-13.3512601852417,-3.33408784866333,13.550152778625488,4.843273639678955,0.661464273929596,-0.5446548461914062,4.977549076080322,-9.697606086730957,-13.971951484680176,ney
122.ogg,0.1494586169719696,0.1693229377269745,1875.737775068134,2144.193319673918,4165.4998117925215,0.05030581825657895,-254.68849182128906,39.14589309692383,-24.742027282714844,-0.8297356963157654,-28.203285217285156,-0.46103164553642273,-21.549989700317383,-16.381298065185547,-18.154083251953125,-11.960798263549805,-16.584501266479492,-8.684151649475098,-21.005950927734375,-11.277386665344238,-4.317419052124023,1.7376916408538818,-1.732699990272522,-3.1074397563934326,-9.867230415344238,-5.1605329513549805,ney
123.ogg,0.2080095410346985,0.12827418744564056,3478.2592807593483,2241.1906110553455,5724.382052111552,0.20816502999226005,-202.4563751220703,-1.8048795461654663,-23.372678756713867,19.73924446105957,-39.025264739990234,-4.179649829864502,-12.482948303222656,0.9551914930343628,-19.888864517211914,8.53791332244873,1.8396412134170532,3.58092999458313,6.006829261779785,-3.4422550201416016,-15.587141990661621,-10.667842864990234,-8.254364013671875,-3.2774763107299805,-8.705928802490234,0.8755540251731873,ney
124.ogg,0.2598748803138733,0.06562001258134842,1387.3133836417703,1001.7512850895295,2705.241975105215,0.1020647645365712,-282.2759094238281,162.05352783203125,-85.56503295898438,9.927388191223145,9.474922180175781,-38.221778869628906,20.52189826965332,0.4373477101325989,-34.509071350097656,-8.9798583984375,-12.7127046585083,-8.78946304321289,2.9855616092681885,-10.133330345153809,-6.753127098083496,-3.0517637729644775,-3.9584708213806152,6.468666076660156,3.2622721195220947,3.278221607208252,ney
125.ogg,0.2564693093299866,0.1172795221209526,2418.8501846463696,2355.7475033850105,4677.313383592541,0.09774090557275542,-269.14898681640625,49.66043472290039,-40.59345245361328,22.958951950073242,-14.621281623840332,-25.9941349029541,11.7775239944458,-9.073529243469238,-15.186502456665039,-14.901769638061523,-15.445160865783691,-15.159385681152344,-9.831082344055176,-9.682376861572266,-23.11095428466797,-9.926812171936035,-20.8810977935791,-11.045389175415039,-14.769289016723633,-4.178216457366943,ney
126.ogg,0.18707391619682312,0.1272733062505722,2678.353807399861,2135.6390399918755,5007.344721271526,0.10883305316369969,-180.314697265625,26.535640716552734,-59.23994445800781,16.344255447387695,-27.854284286499023,4.4827189445495605,-33.44752883911133,-23.091873168945312,-20.62331199645996,-11.074687004089355,-14.957256317138672,-9.646977424621582,-17.670148849487305,-6.037107467651367,-5.334860324859619,-1.1796504259109497,7.188795566558838,4.425933837890625,19.097835540771484,22.85255241394043,ney
127.ogg,0.14390675723552704,0.42374706268310547,2311.3508573564923,2466.870951097275,5187.210300315644,0.05862133864647833,-146.173828125,25.193405151367188,-30.676767349243164,-15.18954086303711,-31.67662811279297,-10.613235473632812,-32.88163757324219,-17.28250503540039,-19.348411560058594,0.27446508407592773,7.420251369476318,13.588500022888184,5.091373443603516,-0.9379028677940369,-6.645021915435791,-1.8690605163574219,-8.361085891723633,-9.58491039276123,-7.565945148468018,-4.581149578094482,ney
128.ogg,0.1493195742368698,0.41393470764160156,1885.4785604749243,2197.3059131490722,4112.583465103764,0.050666738220781736,-164.6180877685547,43.77676773071289,-30.700458526611328,-6.936630725860596,-32.2218132019043,-7.6146392822265625,-29.483755111694336,-24.18287467956543,-29.90640640258789,-11.974815368652344,-6.859870910644531,5.070005893707275,4.995661735534668,15.632957458496094,13.36905288696289,13.292607307434082,-0.9175894856452942,-5.403960704803467,-4.655422687530518,-9.463530540466309,ney
129.ogg,0.19032037258148193,0.1047150194644928,880.2885023339661,1139.2760030534073,1328.8336313914958,0.04641052812983746,-360.3157958984375,131.30491638183594,-5.164334774017334,-17.763261795043945,-8.259322166442871,-1.4441291093826294,-17.684364318847656,-23.690942764282227,-16.718263626098633,-18.913833618164062,-13.643545150756836,-9.089768409729004,-19.109298706054688,-10.742522239685059,-13.036725044250488,-11.49257755279541,-7.726059913635254,-6.261444568634033,-3.2123661041259766,0.77428138256073,ney
13.ogg,0.20695710182189941,0.06323875486850739,3611.694550520984,2815.2790770400106,7221.697998046875,0.16737918440402477,-183.7631378173828,13.153650283813477,-38.37527084350586,-2.890923261642456,-14.370135307312012,-1.9255974292755127,-16.426616668701172,-12.57405948638916,-18.580923080444336,5.216047286987305,-3.563671588897705,11.005194664001465,-4.557939052581787,-2.5548417568206787,-18.338191986083984,-9.166221618652344,-6.275359153747559,-7.765614986419678,-0.40274283289909363,5.216008186340332,ney
130.ogg,0.21473722159862518,0.14427867531776428,2259.6000994119004,2190.879413413321,3968.009339323723,0.08501233552631579,-197.0449676513672,47.90848922729492,-58.340755462646484,23.724014282226562,-14.628458976745605,-35.84413528442383,12.558309555053711,-7.89780330657959,-14.1436185836792,-12.298247337341309,-26.931629180908203,-21.162166595458984,-10.689251899719238,-13.826416969299316,-21.866294860839844,-15.540976524353027,-28.38289451599121,-8.734457015991211,-15.106297492980957,-2.428068161010742,ney
131.ogg,0.19354850053787231,0.06413892656564713,2898.315202591879,2151.168318614231,5072.785992223781,0.13689524175212847,-224.1772918701172,1.9619038105010986,-81.98397827148438,1.6009163856506348,-44.02641296386719,-14.409197807312012,-12.43348217010498,-11.35800552368164,-12.018601417541504,-7.7557854652404785,-12.720491409301758,-17.171714782714844,-20.67554473876953,-14.936295509338379,18.021770477294922,42.36430358886719,38.22336959838867,32.34646224975586,3.885504961013794,-6.37305212020874,ney
132.ogg,0.2104613035917282,0.1151094138622284,2677.7285539576856,2247.9828930471112,5024.069620138352,0.11845695566466719,-166.56349182128906,46.021575927734375,-47.69485855102539,8.676375389099121,-49.433006286621094,-12.575517654418945,-30.71186637878418,-25.20738410949707,-15.37158489227295,-1.1107449531555176,-11.039485931396484,9.811037063598633,-13.06202220916748,-16.509374618530273,-19.031591415405273,-14.964234352111816,-8.632486343383789,-4.970682144165039,-6.6592535972595215,5.07255744934082,ney
133.ogg,0.29153093695640564,0.06303349137306213,3679.2740746736417,2174.468383881925,5656.432462993421,0.26476257135255415,-219.65380859375,1.2529981136322021,-43.16629409790039,24.123924255371094,-56.49491882324219,-3.4598543643951416,-15.463268280029297,-17.654752731323242,-8.325222969055176,1.966126799583435,-4.730008602142334,18.744232177734375,-5.04538631439209,-2.5727386474609375,-12.520025253295898,-7.44032096862793,-8.057939529418945,-2.0533416271209717,-6.391631603240967,1.6389700174331665,ney
134.ogg,0.21755912899971008,0.11606402695178986,2226.2779124452354,1841.0065597602727,3852.776702786378,0.11231451359326626,-200.55337524414062,64.14297485351562,-57.58650588989258,26.204261779785156,-27.687210083007812,-26.520999908447266,-12.177117347717285,-9.700056076049805,-15.37122631072998,6.119608402252197,-10.5140380859375,3.860072612762451,-4.658306121826172,-16.432819366455078,-14.109121322631836,-5.259718894958496,-15.208796501159668,6.685271739959717,1.7968647480010986,18.132848739624023,ney
135.ogg,0.20368020236492157,0.13928338885307312,2273.858650299223,1810.9982983628222,3940.1095080301857,0.12163683061629257,-153.4552001953125,71.88338470458984,-69.47566986083984,33.15580749511719,-30.376100540161133,-25.74652671813965,-19.44127082824707,-13.058030128479004,-21.188823699951172,8.673402786254883,-18.53960418701172,-1.4293298721313477,-5.312925338745117,-23.774206161499023,-13.633332252502441,-1.3001786470413208,-12.120573997497559,20.505390167236328,4.511061668395996,17.377233505249023,ney
136.ogg,0.19582024216651917,0.11316585540771484,2185.6979249780416,1519.8067248335014,3722.8858215520995,0.13332421270317338,-204.88677978515625,92.83467102050781,-97.51242065429688,56.37882614135742,-26.599868774414062,-34.244388580322266,-8.872750282287598,-19.285919189453125,-11.948196411132812,-2.8851993083953857,-10.80869197845459,-5.771633148193359,-3.0026285648345947,-22.189537048339844,-14.429152488708496,-8.425699234008789,-11.81584358215332,17.832517623901367,13.291738510131836,27.39056968688965,ney
137.ogg,0.19599182903766632,0.113217294216156,2183.8675622464757,1515.7776510816427,3722.0858263895607,0.13355285833494582,-205.5524139404297,93.76310729980469,-98.41551208496094,57.051513671875,-27.03335952758789,-33.9908332824707,-8.812753677368164,-19.502182006835938,-11.501860618591309,-3.4188413619995117,-10.097111701965332,-6.518091201782227,-2.4444844722747803,-22.818096160888672,-14.023776054382324,-8.677852630615234,-11.640588760375977,17.827655792236328,13.23337459564209,27.456281661987305,ney
138.ogg,0.21695777773857117,0.06936008483171463,3141.609471699232,2276.015496203717,5499.458412194031,0.16629793621807276,-267.3719177246094,16.79412078857422,-52.37147903442383,11.693877220153809,-45.06473159790039,-10.695700645446777,-21.99496078491211,-8.609406471252441,-1.6057764291763306,15.853425025939941,2.749248743057251,17.09010124206543,-6.8153767585754395,-12.5531587600708,-18.137222290039062,-3.0193207263946533,-1.7979116439819336,10.74613094329834,6.805599212646484,18.52005958557129,ney
139.ogg,0.3297141194343567,0.08433380722999573,3732.740902858652,2148.7036502674405,5749.973564029847,0.29237502721071984,-155.30133056640625,5.14561128616333,-47.58949279785156,26.938377380371094,-52.55714416503906,-4.168567180633545,-19.64805030822754,-20.69208335876465,-17.359209060668945,-4.60501766204834,-18.558345794677734,3.9358749389648438,-17.6019344329834,-15.015632629394531,-9.768603324890137,3.908306360244751,14.386013984680176,19.45269203186035,1.104361653327942,5.184671878814697,ney
14.ogg,0.1851787120103836,0.10173195600509644,1983.4197646009127,1401.569419021578,3479.9539571945143,0.1115382522252322,-331.0481262207031,65.12586212158203,-74.84581756591797,11.075529098510742,-26.949739456176758,-19.727903366088867,32.84838104248047,8.969876289367676,-2.2615506649017334,-5.652350425720215,-21.435335159301758,-8.146559715270996,14.426923751831055,8.350218772888184,-4.507720470428467,-6.821175575256348,-9.4873685836792,-6.842318534851074,-7.406606197357178,-5.230147361755371,ney
140.ogg,0.1892322599887848,0.08517555892467499,2335.860320544402,1907.9511209048826,4064.8920868203368,0.12161302123645511,-267.35174560546875,50.48650360107422,-69.17764282226562,-2.8170197010040283,-39.02719497680664,-36.02281951904297,-15.573087692260742,-18.79655647277832,-2.304708957672119,14.960487365722656,6.173936367034912,7.3856425285339355,-0.6076652407646179,-17.87688636779785,-15.024036407470703,1.4306010007858276,-6.3082780838012695,7.220000267028809,10.258960723876953,19.887800216674805,ney
141.ogg,0.18855324387550354,0.08095308393239975,2348.161037331037,1921.9720393816715,4088.108613099845,0.1219369043875774,-271.32861328125,49.6309928894043,-68.83106231689453,-2.911724328994751,-39.02097702026367,-35.86494827270508,-15.9595365524292,-18.639785766601562,-2.4294793605804443,14.931844711303711,6.169939041137695,7.480603218078613,-0.8454574942588806,-17.65784454345703,-14.980257034301758,1.3819019794464111,-6.327085494995117,7.272817611694336,10.268082618713379,19.814876556396484,ney
142.ogg,0.3498519957065582,0.09075256437063217,3725.8762865417275,2126.740378657511,5572.09130632619,0.2982944925503096,-181.56021118164062,7.155580997467041,-47.49699783325195,26.64464569091797,-52.85927963256836,0.10618149489164352,-17.512847900390625,-20.941675186157227,-11.532715797424316,-4.83878231048584,-11.57909870147705,7.415402412414551,-16.9845027923584,-10.068827629089355,-16.56119155883789,-7.539052486419678,-4.0575079917907715,7.778138160705566,5.812178611755371,18.578330993652344,ney
143.ogg,0.29153093695640564,0.06303349137306213,3679.2740746736417,2174.468383881925,5656.432462993421,0.26476257135255415,-219.65380859375,1.2529981136322021,-43.16629409790039,24.123924255371094,-56.49491882324219,-3.4598543643951416,-15.463268280029297,-17.654752731323242,-8.325222969055176,1.966126799583435,-4.730008602142334,18.744232177734375,-5.04538631439209,-2.5727386474609375,-12.520025253295898,-7.44032096862793,-8.057939529418945,-2.0533416271209717,-6.391631603240967,1.6389700174331665,ney
144.ogg,0.19742964208126068,0.13585813343524933,2307.117287087948,1999.2724871955602,4466.789656600716,0.1036633943256579,-164.90753173828125,52.16980743408203,-61.30200958251953,-7.640157222747803,-38.7790412902832,-24.798538208007812,-33.46340560913086,-9.525440216064453,-10.978148460388184,-2.9104340076446533,-18.657411575317383,-16.279823303222656,-7.708821773529053,-3.9153127670288086,6.048285961151123,20.802583694458008,9.7114896774292,26.21998405456543,7.334941387176514,0.4198828637599945,ney
145.ogg,0.20201782882213593,0.1323397308588028,2440.569050559637,2171.275718184455,4680.730029599216,0.10646949980650154,-166.43621826171875,53.68303298950195,-52.461544036865234,-14.375114440917969,-39.34498596191406,-26.10635757446289,-17.65442657470703,-16.954797744750977,-14.613432884216309,9.25973129272461,-21.04950523376465,-4.2738118171691895,-14.495824813842773,-23.190847396850586,-9.351164817810059,10.942481994628906,3.095897912979126,30.412490844726562,9.519617080688477,15.022542953491211,ney
146.ogg,0.1643008589744568,0.11537828296422958,2008.55332428804,1952.0610587655397,3991.509197223297,0.0780513043005031,-218.7521514892578,81.5457763671875,-53.16646194458008,8.922187805175781,-24.76056480407715,-13.34276294708252,-24.976318359375,-16.275157928466797,-29.492921829223633,0.052482958883047104,-2.875498056411743,-5.608251094818115,8.451326370239258,-14.753740310668945,-18.10551643371582,-4.972432613372803,-23.940595626831055,-6.040646553039551,-6.57784366607666,-1.852704644203186,ney
147.ogg,0.3006432354450226,0.0735551193356514,3700.659053119329,2131.333749546158,5577.199608770317,0.28702660906056504,-172.59698486328125,6.03257417678833,-46.90407943725586,32.214385986328125,-49.07368469238281,2.0212361812591553,-15.945862770080566,-21.66980743408203,-12.135194778442383,-3.271221399307251,-13.435477256774902,9.632339477539062,-18.94891929626465,-8.703104972839355,-10.976593017578125,-2.199557065963745,-0.823175311088562,3.6135261058807373,-8.159957885742188,-0.8052560687065125,ney
148.ogg,0.20480114221572876,0.03891224041581154,2521.6325554426603,2298.9736166703083,4845.837364551084,0.08154523630998452,-318.4171447753906,42.71390914916992,-30.658994674682617,25.73881721496582,-30.325666427612305,-5.658396244049072,-5.020623683929443,-8.168283462524414,3.7253031730651855,13.484024047851562,-0.8964719176292419,5.409023761749268,-14.221589088439941,-4.295498371124268,-10.781984329223633,3.3971962928771973,-6.020022392272949,2.4322350025177,-1.459231972694397,5.29605770111084,ney
149.ogg,0.18377453088760376,0.14256687462329865,2531.482398869924,2219.2812216193192,4935.686821243711,0.10830282205398607,-168.571044921875,41.84272766113281,-52.13286209106445,-13.021478652954102,-38.043907165527344,-22.513904571533203,-20.050151824951172,-14.170865058898926,-12.125649452209473,9.179601669311523,-13.830669403076172,-4.710809230804443,-12.121434211730957,-23.833675384521484,-11.726180076599121,11.22325611114502,2.8973710536956787,34.06702423095703,18.447166442871094,11.722414016723633,ney
15.ogg,0.19574588537216187,0.1115410178899765,2206.070894724353,1654.0106283752564,3732.952427347378,0.12344861104392414,-237.24798583984375,51.709354400634766,-72.78042602539062,28.282943725585938,-36.09527587890625,-31.005470275878906,-8.24853229522705,-9.45578384399414,-8.525646209716797,10.58083724975586,-15.459692001342773,0.94879150390625,-1.0936468839645386,-9.715279579162598,-12.283084869384766,-5.604090213775635,-14.112113952636719,-0.40773460268974304,-10.814931869506836,1.583815574645996,ney
150.ogg,0.217977836728096,0.07594799250364304,3092.230270077237,2196.7556911749816,5407.367302389706,0.15788339904218265,-207.7379608154297,32.12888717651367,-63.30263137817383,21.485107421875,-49.294986724853516,4.767178058624268,-32.84005355834961,-13.863317489624023,-13.944948196411133,-2.3058042526245117,-5.994304656982422,8.343130111694336,-7.443508148193359,-11.570921897888184,-16.902957916259766,-13.851531028747559,-7.293405532836914,1.6307446956634521,8.173678398132324,23.45638656616211,ney
